"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
,"89",,"Errol Flynn, Olivia de Havilland, Basil Rathbone","Michael Curtiz","Warner Bros. Pictures","Adventure","English","Hal B. Wallis","Warner Brothers/Seven Arts",,"Jan 1 2008","Dec 19 1935, original",,"1h 59m",,"In England in the 1600s, Dr. Peter Blood (Errol Flynn) treats the wounds of a man who had been injured in a rebellion against King James II, for which he is convicted of treason and sold into slavery in the Caribbean colony of Port Royal, Jamaica. Despite the kindnesses of his new owner, Arabella Bishop (Olivia de Havilland), Blood and his fellow slaves escape to begin a life of high-seas piracy. But when Captain Blood crosses paths with Arabella again years later, he remembers her compassion.","Captain Blood","100","https://www.rottentomatoes.com/m/1003499-captain_blood",,
,"74",,"Trevante Rhodes, Shamier Anderson, Shinelle Azoroh","Miles Warren",,"Drama","English","Aaron Ryder, Jewerl Ross, D. Scott Lumpkin, Scott Frank, Trevante Rhodes","Lyrical Media, Ryder Picture Company",,"Feb 24 2023",,,"1h 37m",,"14-year-old Darious explores the boundaries of his manhood with Malcolm, his strict but loving father, and Porter, a charismatic drifter. When Darious learns Porter's true identity, he is thrust into a conflict between the two men.","Bruiser","100","https://www.rottentomatoes.com/m/bruiser_2022",,"Ben Medina, Miles Warren, Miles Warren, Ben Medina"
,"",,"Viridiana Lieberman, Sam Bisbee, Theodora Dunlap","Viridiana Lieberman",,"Documentary, Sports & fitness","English","Sam Bisbee, Theodora Dunlap, Viridiana Lieberman","Park Pictures",,"Jun 29 2021",,,"1h 32m",,"The Boston Renegades, a women's tackle football team, seek redemption after going undefeated and losing the championship the previous year.","Born to Play","100","https://www.rottentomatoes.com/m/born_to_play",,
,"78",,"Gregory Peck, Virginia Mayo, Robert Beatty","Raoul Walsh",,"Adventure","English","Raoul Walsh","Warner Brothers/Seven Arts",,"Jan 1 2009",,,"1h 57m",,"Capt. Horatio Hornblower (Gregory Peck) helms the HMS Lydia for a treacherous transatlantic mission near the dawn of the 19th century, during which his faithful crew battle both a Spanish warship and a ragged band of Central American rebels. In the process, he also saves Lady Barbara Wellesley (Virginia Mayo), whose brother is the Duke of Wellington. Though the couple fall in love during their return to England, she is betrothed to Hornblower's rival, Rear Adm. Leighton (Denis O'Dea).","Captain Horatio Hornblower","100","https://www.rottentomatoes.com/m/captain_horatio_hornblower",,"Ivan Goff, Ben Roberts, Æneas MacKenzie"
,"62",,"Yahima Torres, Andre Jacobs, Olivier Gourmet","Abdel Kechiche",,"Drama","French (Canada)","Charles Gillibert, Marin Karmitz, Nathanaël Karmitz",,,"May 24 2018",,,"2h 42m",,"Saartjes Baartman, a black worker, moves to London in 1808 to find fame and fortune. Once there, her manager takes advantage of her, placing her in a freak show due to her enormous buttocks.","Black Venus","100","https://www.rottentomatoes.com/m/black_venus_2011",,"Abdel Kechiche, Ghalya Lacroix"
,"95",,"Lelia Symington, Tyler Posey, Patricia Velasquez","Eve Symington",,"Mystery & thriller","English","Eve Symington, Jordan Michaud-Scorza, Nikit Doshi","Akaasha Media, One Duck Egg Productions",,"Apr 21 2022",,,"1h 33m",,"Newly-fired reporter Sloane Sawyer reluctantly returns to her rural California hometown to investigate the harassment of local vineyard workers and uncorks a tangled web of crime and corruption behind wine country's shiny façade.","Brut Force","100","https://www.rottentomatoes.com/m/brut_force",,"Eve Symington"
,"49",,"James Cagney, Dennis Morgan, Brenda Marshall","Michael Curtiz","Warner Bros. Pictures","War","English","Hal B. Wallis","Warner Brothers/Seven Arts",,"Jan 1 2009","Feb 21 1942, original",,"1h 53m",,"Brian MacLean (James Cagney) is an overconfident Canadian bush pilot who does not think twice before stealing any flying opportunity from his fellow pilots. But when he joins the air force at the beginning of World War II, his disregard for authority causes more problems than he can imagine. To clear his reputation, protect his friends, and win the respect of the military, Brian learns that he must act for the benefit of his country instead of himself.","Captains of the Clouds","100","https://www.rottentomatoes.com/m/captains_of_the_clouds",,
,"72",,"Denis Lavant, Mireille Perrier, Elie Poicard","Leos Carax",,"Drama","French (Canada)","Patricia Moraz","Abilene",,"Oct 31 2014",,,"1h 40m",,"After being dumped, brooding romantic Alex (Denis Lavant) nearly kills his friend Thomas (Christian Cloarec), who has been conducting an affair with his girlfriend. The despondent Alex then wanders aimlessly through Paris. Along the way, he overhears a suicidal girl, Mireille (Mireille Perrier), breaking up with her boyfriend over an intercom. Later he meets Mireille at a party, and as the night wears on, the two lonely young people begin to fall for each other.","Boy Meets Girl","100","https://www.rottentomatoes.com/m/1032409-boy_meets_girl",,"Leos Carax"
,"100",,"The Matches, Mark Hoppus, Nick Hexum","Chelsea Christer",,"Documentary","English","Jannette Bivona, Chelsea Christer, Erin Persley",,,"May 27 2022",,,"1h 31m",,"Told through the eyes of quirky, charming, and humble bandmates Shawn Harris, Jon Devoto, Matt Whalen, and Justin San Souci, Bleeding Audio details the rollercoaster career of the Oakland band, The Matches. Like many acts in the early 2000s, they were set to be the next 'big thing'. After building a tight-knit music community in California's Bay Area, The Matches broke out and became an internationally touring act. An eclectic group of artistic weirdos, the band grew a thriving cult fanbase worldwide, yet remained virtually penniless. Their story overlaps with the drastic changes of the music industry since the takeover of the digital revolution--from declining sales to excessive touring, to illegal downloading and streaming. With interviews from some of music's biggest names like Mark Hoppus (Blink 182), Nick Hexum (311), Tom Higgenson (Plain White T's) and more, Bay Area filmmaker Chelsea Christer's uplifting tribute tracks The Matches' history and recent reunion to dig deeper into the challenges the average musician faces in the digital age of the industry--and the community that keeps artists alive.","Bleeding Audio","100","https://www.rottentomatoes.com/m/bleeding_audio",,
,"47",,"Geoff Edholm, David Schachter, Billy Lux","Arthur J. Bressan Jr.",,"Drama, Lgbtq+","English","Arthur J. Bressan Jr.",,,"Sep 29 2020","Sep 12 1985, limited",,"1h 21m",,"A man in the final stages of AIDS shares personal memories and insights with his volunteer caregiver.","Buddies","100","https://www.rottentomatoes.com/m/buddies1985",,"Arthur J. Bressan Jr."
,"99",,"Gianni McLaughlin, Paris Branda, Giacomo Vanacore","Gianni McLaughlin","Filmhub","Crime, Drama, Mystery & thriller","English","Gianni McLaughlin, Milly-May McLaughlin","Paper Cinema",,"May 16 2023",,,"1h 31m",,"BLESS ME FATHER is the debut award-winning feature film of Milly-May & Gianni McLaughlin. The movie is a raw crime drama-thriller depicting the Italian mob, the Catholic Church and family life in New Jersey. The cast is composed of all New Jersey locals/non-actors, making this one of the first modern neorealist Italian mob films. Vinny Dapello confesses his sins and unveils the ugly truth of his life; he is a hitman for the New Jersey Italian mob. Will he follow his father's footsteps in the organized crime family or sacrifice his life to save his soul?","Bless Me Father","100","https://www.rottentomatoes.com/m/bless_me_father",,"Gianni McLaughlin"
,"77",,"Luis Alberti, José Pecina, Everardo Trejo","Rigoberto Pérezcano",,"Drama, Lgbtq+","Spanish","Jaime Bernardo Ramos, Christian Valdelievre, Cristina Velasco","Instituto Mexicano de Cinematografía (IMCINE), Tiburón Filmes",,"Nov 30 2016",,,"1h 20m",,"A man who dresses and acts like a woman returns to her village of birth to investigate the death of a friend.","Carmín tropical","100","https://www.rottentomatoes.com/m/carmin_tropical",,"Rigoberto Pérezcano"
,"84",,"Jo Shishido, Mariko Ogawa, Mari Annu","Seijun Suzuki",,"Mystery & thriller, Crime, Drama","Japanese","Kaneo Iwai, Takiko Mizunoe","Nikkatsu",,"Jul 21 2009",,,"1h 31m","Mono","After botching his latest assignment, a third-ranked Japanese hit man becomes the target of another assassin.","Branded to Kill","100","https://www.rottentomatoes.com/m/branded_to_kill",,"Hachiro Guryu, Takeo Kimura, Chusei Sone, Atsushi Yamatoya"
,"",,"Ron Avi Astor, James Doty, Jennifer Pozner","Thomas Keith",,"Documentary","English","Thomas Keith","Tom Kat Films",,"Feb 12 2021",,,"1h 19m",,"The film Bullied is a work that traces bullying and the effects of bullying, but also the methods and programs that have proven efficacious in reducing bullying in schools. From those people who live with the scars of having been bullied to those families who now grieve the loss of their child to suicide in the wake of brutal acts of bullying, the film examines the reasons why people bully and the fallout that occurs from that bullying.","Bullied","100","https://www.rottentomatoes.com/m/bullied_2019",,"Thomas Keith"
,"67",,"Nate Hardman, Kaycee Moore, Angela Burnett","Billy Woodberry",,"Drama","English","Billy Woodberry",,,"May 7 2021","Dec 12 1984, limited",,"1h 20m",,"Unemployed, depressed and running out of options for supporting his wife and three children, Charlie Banks (Nate Hardman) is just barely eking out a living in the Los Angeles neighborhood of Watts in the early 1980s. His wife, Andais (Kaycee Moore), accuses him of irresponsibility, and even of cheating on her, an allegation that isn't true until Charlie decides it may as well be. Charlie's friends try their best to help him get by, but their well-intentioned plans don't always pan out.","Bless Their Little Hearts","100","https://www.rottentomatoes.com/m/bless_their_little_hearts",,
,"58",,"Kagiso Lediga, Pearl Thusi, Andrew Buckland","Kagiso Lediga",,"Comedy, Drama","English","Tamsin Andersson",,,"May 18 2018",,,"2h 4m",,"The lives of a formerly-famous writer and his wife are disrupted when a famous and very self-indulgent author comes to stay with them.","Catching Feelings","100","https://www.rottentomatoes.com/m/catching_feelings",,"Kagiso Lediga"
,"48",,"Moa Gammel, Madeleine Martin, Trine Wiggen","Joachim Hedén","Doppelgänger Releasing","Action, Drama","Swedish","Julia Gebauer, Jonas Sörensson","Screen Flanders, Film i Skåne, Way Creative Films, Umedia, Wegge Films, Way Feature Films, Film i Väst, Filmfond Nord",,"Dec 15 2020","Dec 9 2020, limited",,"1h 35m",,"A few days after Christmas, half-sisters Ida and Tuva set out on a winter dive in a remote part of the Norwegian coastline. Towards the end of the dive, a rockslide traps Tuva under water. As Ida surfaces to call for help, she discovers that the rockslide has struck above water as well, burying their equipment, phones and car keys--they are completely cut off from any chance of outside rescue. As the frantic race for survival unfolds, Ida is put to the ultimate test of character and forcefulness. During Ida's fight to save Tuva, a fractured sisterhood is exposed, and when all seems lost, the stakes rise beyond simple survival.","Breaking Surface","100","https://www.rottentomatoes.com/m/breaking_surface",,"Joachim Hedén"
,"88",,"Robert Dix, R. Michael Stringer, Gary Kent","David Gregory",,"Documentary, Biography","English","Heather Buckley, David Gregory, Nicole Mikuzis","Severin Films",,"Feb 28 2020",,,"1h 40m",,"Exploring the eventful life of the director who left his mark on cinema with edgy horror and thriller films in the mid-20th century.","Blood & Flesh: The Reel Life & Ghastly Death of Al Adamson","100","https://www.rottentomatoes.com/m/blood_and_flesh_the_reel_life_and_ghastly_death_of_al_adamson",,
,"70",,"Barry Ward, Hayley Squires, Jimmy Akingbola","Joseph Bull, Luke Seomore",,"Drama","English","Tim Francis, Samm Haillay, Andrew McVicar, Ben Young",,,"Nov 16 2015",,,"1h 26m",,"A young man embarks upon a surreal journey through the broken and beautiful margins of contemporary Britain.","Blood Cells","100","https://www.rottentomatoes.com/m/blood_cells",,"Joseph Bull, Luke Seomore, Ben Young"
,"89",,"Alex Gibney, Alex Gibney, Gary Cohen","Alex Gibney",,"Documentary","English","Alison Ellwood, Libby Geist, Matty McDonald","Jigsaw Prods., Triple Threat",,"Jan 20 2017",,,"1h 42m",,"Citizens of Chicago blame baseball fan Steve Bartman for interfering with a crucial play during a Cubs playoff game.","Catching Hell","100","https://www.rottentomatoes.com/m/catching_hell",,"Alex Gibney"
,"61",,"Dominic West, Helena Bonham Carter, Greg Hicks","Richard Laxton",,"Drama, Biography","English",,"BBC, BBC America","TVPG","Nov 15 2016",,,"1h 23m",,"In 1983, actress Elizabeth Taylor (Helena Bonham Carter) and actor Richard Burton (Dominic West) join forces to star in the play ""Private Lives.""","Burton and Taylor","100","https://www.rottentomatoes.com/m/burton_and_taylor",,"William Ivory"
,"58","$4.2K","Malcolm Brickhouse, Jarad Dawkins, Alec Atkins","Luke Meyer","Abramorama","Documentary, Music","English","Tom Davis, Molly Smith, Thad Luckinbill, Trent Luckinbill","Black Label Media, SeeThink Films",,"Apr 13 2017","Jun 24 2016, limited",,"1h 33m",,"As seventh-graders, band members of Unlocking The Truth spend their weekends playing metal music in Times Square -- often to substantial crowds. After signing with a 70-year-old manager, they are soon on their way to a $1.8 million record deal.","Breaking a Monster","100","https://www.rottentomatoes.com/m/breaking_a_monster",,"Luke Meyer, Brad Turner"
