"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
"Flat (1.85:1)","65",,"Mel Gibson, Julia Sawalha, Miranda Richardson","Peter Lord, Nick Park","DreamWorks SKG","Kids & family, Comedy, Adventure, Animation","English","Peter Lord, Nick Park, David Sproxton","Allied Filmmakers, DreamWorks Pictures, Aardman Animations, Pathé Pictures","G","Nov 25 2015","Jun 21 2000, wide",,"1h 25m","Dolby EX SDDS, DTS, Surround","This engaging stop-motion, claymation adventure tells the story of an American rooster who falls in love with a gorgeous hen on a British farm. The couple decides to run away from the farm, but they must first contend with the evil farmer who is intent on keeping them under her control. The chickens decide to attempt an escape so they don't get turned into chicken pot pies.","Chicken Run","97","https://www.rottentomatoes.com/m/chicken_run",,"Karey Kirkpatrick"
"Scope (2.35:1)","48",,"Karen Gillan, Lena Headey, Carla Gugino","Navot Papushado","Netflix","Action, Mystery & thriller, Crime, Drama","English","Andrew Rona, Alex Heineman","The Picture Company, Cine+, StudioCanal","R (Strong Bloody Violence|Language)","Jul 14 2021","Jul 14 2021, limited",,"1h 54m","Dolby Atmos","Sam (Karen Gillan) was only 12 years old when her mother Scarlet (Lena Headey), an elite assassin, was forced to abandon her. Sam was raised by The Firm, the ruthless crime syndicate her mother worked for. Now, 15 years later, Sam has followed in her mother’s footsteps and grown into a fierce hit-woman. She uses her “talents” to clean up The Firm’s most dangerous messes. She’s as efficient as she is loyal. But when a high-risk job goes wrong, Sam must choose between serving The Firm and protecting the life of an innocent 8-year-old girl -- Emily (Chloe Colemaan). With a target on her back, Sam has only one chance to survive: Reunite with her mother and her lethal associates: The Librarians (Angela Bassett, Michelle Yeoh and Carla Gugino). These three generations of women must now learn to trust each other, stand up to The Firm and their army of henchmen, and raise hell against those who could take everything from them.","Gunpowder Milkshake","60","https://www.rottentomatoes.com/m/gunpowder_milkshake",,"Navot Papushado, Ehud Lavski"
,"83",,"Ardalan Esmaili, Sebastian Jessen, Christine Albeck","Mehdi Avaz","Netflix","Drama, Music, Romance","Danish","Julie Rix Bomholt, Anna Malmkjær Willumsen","Den Vestdanske Filmpulje, SF Studios Production AB, Rocket Road Pictures",,"Jun 1 2023",,,"1h 39m","Dolby Digital","Elliott, a young fisherman with an extraordinary voice, gets the chance of a lifetime when he is discovered by the successful high-profile music manager, Suzanne. Suzanne soon pairs Elliott with her estranged daughter and music producer, Lilly. On his way to becoming a star, struggles from the past threaten not only his big breakthrough, but also the budding love with Lilly.","A Beautiful Life","43","https://www.rottentomatoes.com/m/a_beautiful_life_2023",,"Stefan Jaworski"
,"62",,"Logan Marshall-Green, Freida Pinto, Robert John Burke","Adam Salky",,"Mystery & thriller","English","Kyle Benn, Russell Hollander, Alexandra Milchan, Matthew Myers, Chris Sparling, Josh Weinstock","Good Universe, Sea Smoke Entertainment, EMJAG Productions, Creator Media Enterntainment, Outlaw Productions",,"Sep 22 2021",,,"1h 32m",,"When a husband and wife move to a small town, a home invasion leaves the wife traumatized and suspicious that those around her might not be who they seem.","Intrusion","19","https://www.rottentomatoes.com/m/intrusion_2021",,"Chris Sparling"
,"86",,"Clint Eastwood, Verna Bloom, Marianna Hill","Clint Eastwood",,"Western","English","Robert Daley","Universal Pictures, The Malpaso Company","R","May 7 2015","Apr 19 1973, original",,"1h 45m",,"In this Western, a drifter with no name (Clint Eastwood) wanders into a small town, where his gun-slinging abilities are in high demand. When the drifter rides into Lago, he is met with incredulity and disapproval by the townspeople. But once he shows his skills with a pistol, the locals realize he may be able to help them fend off a band of criminals who have been terrorizing the town. He agrees to help the townspeople, but does so with his own secret agenda.","High Plains Drifter","94","https://www.rottentomatoes.com/m/high_plains_drifter",,"Ernest Tidyman"
"Scope (2.35:1)","73",,"Danielle Macdonald, Jennifer Aniston, Odeya Rush","Anne Fletcher","Netflix","Comedy, Drama","English","Michael Costigan, Kristin Hahn, Mohamed AlRafi, Trish Hofmann","50 Degrees Entertainment, Echo Films, COTA Films","PG-13 (Brief Strong Language)","Dec 7 2018","Dec 7 2018, limited",,"1h 50m",,"The plus-size, teenage daughter of a former beauty queen signs up for her mom's pageant as a protest that escalates when other contestants follow in her footsteps, revolutionizing the pageant and their small Texas town.","Dumplin'","87","https://www.rottentomatoes.com/m/dumplin",,"Kristin Hahn"
,"86",,"Nathalie Issa, Manal Issa, Matthias Schweighöfer","Sally El Hosaini","Netflix","Drama, Biography, Sports","English","Tim Bevan, Eric Fellner, Tim Cole, Ali Jaafar","AZ Celtic Films, Working Title Films","PG-13 (Thematic Material|Language|Some Violence|Sexual Assault)","Nov 23 2022","Nov 11 2022, limited",,"2h 14m","Dolby Digital","Based on a true story, THE SWIMMERS follows the journey from war-torn Syria to the 2016 Rio Olympics. Two young sisters embark on a harrowing journey as refugees, putting both their hearts and champion swimming skills to heroic use.","The Swimmers","83","https://www.rottentomatoes.com/m/the_swimmers_2022",,"Jack Thorne, Sally El Hosaini"
,"76",,"Michael Keaton, Stanley Tucci, Amy Ryan","Sara Colangelo","Netflix","Drama, Biography","English","Max Borenstein, Marc Butan, Bard Dorros, Anthony Katagas, Sean Sorensen","Royal Viking Entertainment, MadRiver Pictures, West Madison Entertainment, Higher Ground Productions, Wiffle Films, Anonymous Content, Paradise City Films, Riverstone Pictures","PG-13 (Thematic Elements|Some Strong Language)","Sep 3 2021","Sep 3 2021, limited",,"1h 58m",,"Following the horrific 2001 attacks on the World Trade Center and Pentagon, Congress appoints attorney and renowned mediator Kenneth Feinberg (Michael Keaton) to lead the September 11th Victim Compensation Fund. Assigned with allocating financial resources to the victims of the tragedy, Feinberg and his firm's head of operations, Camille Biros (Amy Ryan), face the impossible task of determining the worth of a life to help the families who had suffered incalculable losses. When Feinberg locks horns with Charles Wolf (Stanley Tucci), a community organizer mourning the death of his wife, his initial cynicism turns to compassion as he begins to learn the true human costs of the tragedy.","Worth","82","https://www.rottentomatoes.com/m/worth",,"Max Borenstein"
,"33",,"Elsa Pataky, Luke Bracey, Aaron Glenane","Matt Reilly",,"Action, Adventure, Drama","English","Stuart Beattie, Michael Boughen, Matthew Street","Ambience Entertainment","R","Jun 3 2022",,,"1h 36m",,"The tough and reality-bruised Captain JJ Collins (Elsa Pataky) finds herself in charge of a lone nuclear missile interceptor base in the middle of the Pacific Ocean after she is wrongfully drummed out of her dream job at the Pentagon. When a simultaneous coordinated attack then threatens the base itself, Collins comes face-to-face with the charismatic yet crooked Alexander Kessel (Luke Bracey), a former US military intelligence officer intent on carrying out an unthinkable plan. With only minutes on the clock, Collins must utilize her years of tactical training and military expertise to determine who she can trust and stop Kessel and his covert mercenaries from completing their twisted and terrible mission.","Interceptor","44","https://www.rottentomatoes.com/m/interceptor_2022",,"Matt Reilly, Stuart Beattie"
,"77",,"Lucy Hale, Mindy Cohn, Jackie Cruz","Chris Riedell",,"Romance, Comedy","English","Nicholas Bogner, Melanie Greene, Jina Panebianco","SPR Media, CaliWood Pictures, Affirmative Entertainment","R (Sexual Content Throughout|Language)","Jul 15 2020",,,"1h 34m",,"After being accused of being too inhibited by her ex-boyfriend, a violinist creates a rather wild to-do list that sends her on a whirlwind journey of self-discovery.","A Nice Girl Like You","10","https://www.rottentomatoes.com/m/a_nice_girl_like_you",,"Ayn Carrillo Gailey"
,"42","$30.6M","Eric Bana, Edgar Ramírez, Olivia Munn","Scott Derrickson","Sony Pictures Entertainment","Horror, Mystery & thriller","English","Jerry Bruckheimer","Jerry Bruckheimer Films, Screen Gems","R (Grisly Images|Bloody Violence|Language|Terror Throughout)","Oct 21 2014","Jul 2 2014, wide",,"1h 57m","Dolby Digital Datasat, SDDS","As a veteran member of a South Bronx precinct, NYPD Sgt. Ralph Sarchie (Eric Bana) has seen more than his share of dark and horrifying events -- so many that they have begun to poison his soul. Sarchie further finds his beliefs and understanding pushed to the limit when he and his partner investigate a particularly bizarre incident. He forms an alliance with a renegade priest (Edgar Ramírez), who tries to convince Sarchie that real evil -- and demons -- do exist.","Deliver Us From Evil","29","https://www.rottentomatoes.com/m/deliver_us_from_evil_2014",,"Scott Derrickson, Paul Harris Boardman"
,"84","$4.5M","Jimmie Fails, Jonathan Majors, Tichina Arnold","Joe Talbot","A24","Drama","English","Dede Gardner, Jeremy Kleiner, Christina Oh, Joe Talbot","A24, Plan B Entertainment","R (Language|Drug Use|Brief Nudity)","Aug 13 2019","Jun 7 2019, limited",,"2h 1m","Dolby Digital","Jimmie and his best friend Mont try to reclaim the house built by Jimmie's grandfather, launching them on a poignant odyssey that connects them to their past, even as it tests their friendship and sense of belonging in the place they call home.","The Last Black Man in San Francisco","92","https://www.rottentomatoes.com/m/the_last_black_man_in_san_francisco",,"Joe Talbot, Rob Richert"
,"88",,"Pat Henschel, Chris Bolan, Chris Bolan","Chris Bolan",,"Documentary, Drama, Lgbtq+","English","Alexa L. Fogel, Brendan Mason, Ryan Murphy","Beech Hill Films, Blumhouse Productions",,"Apr 29 2020",,,"1h 23m",,"A former baseball player keeps her lesbian relationship a secret from her family for seven decades.","A Secret Love","100","https://www.rottentomatoes.com/m/a_secret_love",,"Chris Bolan, Alexa L. Fogel"
"Digital 2.39:1","94","$185.5M","Antonio Banderas, Salma Hayek, Olivia Colman","Joel Crawford","Universal Pictures","Kids & family, Comedy, Adventure, Animation","English","Mark Swift","DreamWorks Animation","PG (Rude Humor/Language|Action/Violence|Some Scary Moments)","Jan 6 2023","Dec 21 2022, wide",,"1h 42m","Dolby Atmos Dolby Digital","This fall, everyone's favorite leche-loving, swashbuckling, fear-defying feline returns. For the first time in more than a decade, DreamWorks Animation presents a new adventure in the Shrek universe as daring outlaw Puss in Boots discovers that his passion for peril and disregard for safety have taken their toll. Puss has burned through eight of his nine lives, though he lost count along the way. Getting those lives back will send Puss in Boots on his grandest quest yet. Academy Award® nominee Antonio Banderas returns as the voice of the notorious PiB as he embarks on an epic journey into the Black Forest to find the mythical Wishing Star and restore his lost lives. But with only one life left, Puss will have to humble himself and ask for help from his former partner and nemesis: the captivating Kitty Soft Paws (Oscar® nominee Salma Hayek). In their quest, Puss and Kitty will be aided--against their better judgment--by a ratty, chatty, relentlessly cheerful mutt, Perro (Harvey Guillén, What We Do in the Shadows). Together, our trio of heroes will have to stay one step ahead of Goldilocks (Oscar® nominee Florence Pugh, Black Widow) and the Three Bears Crime Family, ""Big"" Jack Horner (Emmy winner John Mulaney, Big Mouth) and terrifying bounty hunter, The Big Bad Wolf (Wagner Moura, Narcos).","Puss in Boots: The Last Wish","95","https://www.rottentomatoes.com/m/puss_in_boots_the_last_wish",,"Paul Fisher, Tommy Swerdlow"
"Scope (2.35:1)","77","$137.0M","Tye Sheridan, Olivia Cooke, Ben Mendelsohn","Steven Spielberg","Warner Bros. Pictures","Sci-fi, Adventure, Action, Fantasy","English","Steven Spielberg, Donald De Line, Dan Farah, Kristie Macosko Krieger","RatPac-Dune Entertainment, Warner Bros., Village Roadshow Pictures, Amblin Entertainment, De Line Pictures","PG-13 (Language|Bloody Images|Partial Nudity|Sci-Fi Action Violence|Some Suggestive Material)","Apr 5 2018","Mar 29 2018, wide",,"2h 20m","Dolby Atmos DTS, Dolby Digital, SDDS","In 2045, the planet is on the brink of chaos and collapse, but people find salvation in the OASIS, an expansive virtual reality universe created by James Halliday. When Halliday dies, he promises his immense fortune to the first person to discover a digital Easter egg that's hidden somewhere in the OASIS. When young Wade Watts joins the contest, he finds himself becoming an unlikely hero in a reality-bending treasure hunt through a fantastical world of mystery, discovery and danger.","Ready Player One","72","https://www.rottentomatoes.com/m/ready_player_one",,"Ernest Cline, Zak Penn"
"Scope (2.35:1)","52","$13.4M","Annabelle Wallis, Maddie Hasson, George Young","James Wan","Warner Bros. Pictures","Horror, Mystery & thriller","English","James Wan, Michael Clear","Boom! Studios, New Line Cinema, Boom Entertainment, Atomic Monster","R (Language|Gruesome Images|Strong Horror Violence)","Sep 10 2021","Sep 10 2021, wide",,"1h 51m","Dolby Digital","Paralyzed by fear from shocking visions, a woman's torment worsens as she discovers her waking dreams are terrifying realities.","Malignant","77","https://www.rottentomatoes.com/m/malignant_2021",,"Akela Cooper"
