"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
,"53","$26.0M","Liam Neeson, Dan Stevens, David Harbour","Scott Frank","Universal Pictures","Crime, Drama, Mystery & thriller, Action","English","Danny DeVito, Michael Shamberg, Stacey Sher, Tobin Armbrust, Brian Oliver","Exclusive Media, Jersey Films, Cross Creek Pictures, Double Feature Films","R (Disturbing Images|Brief Nudity|Language|Strong Violence)","Dec 16 2014","Sep 19 2014, wide",,"1h 54m",,"Matt Scudder (Liam Neeson), formerly part of the NYPD, now works as an unlicensed private detective. His latest client is a drug trafficker (Dan Stevens) whose wife was kidnapped and brutally murdered, and as Scudder delves deeper, he finds that the crime's sequence is the modus operandi of the perpetrators. Before they can strike again and destroy other lives, Scudder races through the back streets of New York to catch the killers, blurring the lines between lawful and criminal as he goes.","A Walk Among the Tombstones","68","https://www.rottentomatoes.com/m/a_walk_among_the_tombstones",,"Scott Frank"
"Flat (1.85:1)","95","$1.8M","Graham Chapman, John Cleese, Terry Gilliam","Terry Gilliam, Terry Jones","Columbia Pictures","Comedy","English","Mark Forstater","Michael White Productions, Python (Monty) Pictures Limited, National Film Trustee Company","PG","Mar 17 2017","Apr 1 1975, wide","Jun 15 2001","1h 30m","Mono","A comedic send-up of the grim circumstances of the Middle Ages as told through the story of King Arthur and framed by a modern-day murder investigation. When the mythical king of the Britons leads his knights on a quest for the Holy Grail, they face a wide array of horrors, including a persistent Black Knight, a three-headed giant, a cadre of shrubbery-challenged knights, the perilous Castle Anthrax, a killer rabbit, a house of virgins, and a handful of rude Frenchmen.","Monty Python and the Holy Grail","96","https://www.rottentomatoes.com/m/monty_python_and_the_holy_grail",,"Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin"
"Scope (2.35:1)","97","$43.0M","Cynthia Erivo, Janelle Monáe, Leslie Odom Jr.","Kasi Lemmons","Focus Features","Biography, History, Drama","English","Gregory Allen Howard, Daniela Taplin Lundberg, Debra Martin Chase","Focus Features, Martin Chase Productions","PG-13 (Racial Epithets|Language|Thematic Content Throughout|Violent Material)","Nov 1 2019","Nov 1 2019, wide",,"2h 5m","Dolby Atmos","From her escape from slavery through the dangerous missions she led to liberate hundreds of slaves through the Underground Railroad, the story of heroic abolitionist Harriet Tubman is told.","Harriet","74","https://www.rottentomatoes.com/m/harriet",,"Kasi Lemmons, Gregory Allen Howard"
,"75",,"Hilary Swank, Clara Rugaard, Rose Byrne","Grant Sputore",,"Sci-fi, Mystery & thriller","English (Australia)","Kelvin Munro, Timothy White","Rhea Films, The Penguin Empire, Southern Light Films",,"Jun 7 2019",,,"1h 55m",,"A teenage girl is raised by a robot designed to repopulate Earth. Their bond is tested when a stranger arrives with alarming news.","I Am Mother","89","https://www.rottentomatoes.com/m/i_am_mother",,"Michael Lloyd Green"
,"63",,"Katie Douglas, Celina Martin, Sara Canning","Danishka Esterhazy",,"Sci-fi, Mystery & thriller","English","Michael McNamara, Judy Holm","Markham Street Films",,"Mar 1 2019","Mar 1 2019, limited",,"1h 42m",,"Girls in a prison-like boarding school embark on a desperate search to uncover the awful truth behind their captivity.","Level 16","83","https://www.rottentomatoes.com/m/level_16",,"Danishka Esterhazy"
,"86",,"Tessa Thompson, Ruth Negga, André Holland","Rebecca Hall","Netflix","Drama","English","Nina Yang Bongiovi, Rebecca Hall, Margot Hand, Forest Whitaker","Sight Unseen Pictures, Flat Five Productions, Significant Productions, TGCK Partners, Film4, Sweet Tomato Films, Endeavor Content, Gamechanger Films, XRM Media, Picture Films","PG-13 (Thematic Material|Some Racial Slurs|Smoking)","Nov 10 2021","Oct 27 2021, limited",,"1h 38m","Dolby Digital","In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.","Passing","90","https://www.rottentomatoes.com/m/passing_2021",,"Rebecca Hall"
"Flat (1.37:1)","58","$279.2M","Robert De Niro, Ben Stiller, Dustin Hoffman","Jay Roach","Universal Pictures","Comedy","English","Robert De Niro, Jane Rosenthal, Jon Poll","Tribeca Productions","PG-13 (Crude Humor|Brief Drug References|Language|Sexual Humor)","Aug 10 2016","Dec 22 2004, wide",,"1h 55m","Surround Dolby SRD, DTS, SDDS","Now that Greg Focker is ""in"" with his soon-to-be in-laws, Jack and Dina Byrnes, it looks like smooth sailing for him and his fiancée, Pam. But that's before Pam's parents meet Greg's parents, the Fockers. The hyper-relaxed Fockers and the tightly-wound Byrneses are woefully mismatched from the start, and no matter how hard Greg and Pam try, there is just no bringing their families together. This all adds up to a disastrously funny time of getting to know you.","Meet the Fockers","39","https://www.rottentomatoes.com/m/meet_the_fockers",,"John Hamburg, Jim Herzfeld, Marc Hyman"
,"71",,"Mark Duplass, Karan Soni, Patrick Brice","Patrick Brice",,"Horror, Mystery & thriller","English","Carolyn Craddock","Blumhouse Productions",,"Oct 24 2017",,,"1h 18m",,"A video artist quickly realizes she has made a mistake when she meets a serial killer in a cabin.","Creep 2","100","https://www.rottentomatoes.com/m/creep_2",,"Patrick Brice, Mark Duplass"
,"96","$704.4K","Billy Crystal, Bob Costas, Willie Randolph","Sean Mullin","Sony Pictures Classics","Documentary, Biography","English","Natalie Metzger, Matt Miller, Mike Sobiloff, Peter Sobiloff","Five By Eight Productions, Vanishing Angle","PG (Smoking|Language|Brief War Images|Some Drug References)","Jul 11 2023","May 12 2023, limited",,"1h 38m",,"An intimate portrait of a misunderstood American icon, this emotional and uplifting documentary about Yogi Berra takes us beyond the caricatures and ""Yogisms,"" and into the heart of a sports legend whose unparalleled accomplishments on the baseball diamond were often overshadowed by his off-the-field persona.","It Ain't Over","98","https://www.rottentomatoes.com/m/it_aint_over",,"Sean Mullin"
"Scope (2.35:1)","72",,"Viola Davis, Chadwick Boseman, Glynn Turman","George C. Wolfe","Netflix","History, Drama, Music","English","Todd Black, Denzel Washington, Dany Wolf","Netflix","R (Some Sexual Content|Language|Brief Violence)","Dec 18 2020","Nov 25 2020, limited",,"1h 34m",,"Tensions and temperatures rise at a Chicago music studio in 1927 when fiery, fearless blues singer Ma Rainey joins her band for a recording session.","Ma Rainey's Black Bottom","97","https://www.rottentomatoes.com/m/ma_raineys_black_bottom",,"Ruben Santiago-Hudson"
,"95",,"Paul Newman, Robert Redford, Robert Shaw","George Roy Hill","Universal Home Entertainment, MCA/Universal Home Video, Universal Pictures","Comedy, Drama","English","Tony Bill, Julia Phillips, Michael Phillips","Universal Pictures","PG","May 8 2015","Dec 25 1973, wide",,"2h 9m",,"Following the murder of a mutual friend, aspiring con man Johnny Hooker (Robert Redford) teams up with old pro Henry Gondorff (Paul Newman) to take revenge on the ruthless crime boss responsible, Doyle Lonnegan (Robert Shaw). Hooker and Gondorff set about implementing an elaborate scheme, one so crafty that Lonnegan won't even know he's been swindled. As their big con unfolds, however, things don't go according to plan, requiring some last-minute improvisation by the undaunted duo.","The Sting","93","https://www.rottentomatoes.com/m/1020130-sting",,
,"56","$50.2M","John Cusack, Rob Corddry, Craig Robinson","Steve Pink","Metro-Goldwyn-Mayer","Comedy, Fantasy","English","John Cusack, Grace Loh, Matt Moore","Metro-Goldwyn-Mayer, New Crime Productions, United Artists","R (Nudity|Drug Use|Pervasive Language|Strong Crude Content|Strong Sexual Content)","Feb 13 2015","Mar 26 2010, wide",,"1h 39m",,"Four pals are stuck in a rut in adulthood: Adam (John Cusack) has just been dumped, Lou (Rob Corddry) is a hopeless party animal, Craig (Craig Robinson) is a henpecked husband, and Jacob (Clark Duke) does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.","Hot Tub Time Machine","64","https://www.rottentomatoes.com/m/hot_tub_time_machine",,"Josh Heald, Sean Anders, John Morris"
,"61",,"Allison Janney, Jurnee Smollett, Logan Marshall-Green","Anna Foerster",,"Crime, Drama","English","J.J. Abrams, Jon Cohen, Hannah Minghella","Bad Robot","R (Language and Violence)","Sep 23 2022",,,"1h 47m",,"Thinking she'd put her dangerous past behind her, Lou (Allison Janney) finds her quiet life interrupted when a desperate mother (Jurnee Smollett) begs her to save her kidnapped daughter. As a massive storm rages, the two women risk their lives on a rescue mission that will test their limits and expose dark and shocking secrets from their pasts.","Lou","67","https://www.rottentomatoes.com/m/771566890",,"Maggie Cohn"
"Flat (1.85:1)","51",,"Mark Wahlberg, Winston Duke, Alan Arkin","Peter Berg",,"Action","English","Toby Ascher, Peter Berg, Stephen Levinson, Neal H. Moritz, Mark Wahlberg","Netflix","R (Language Throughout|Violence|Sexual Content)","Mar 10 2020",,,"1h 51m",,"To unravel a twisted murder conspiracy, a former police detective returns to Boston's criminal underworld.","Spenser Confidential","36","https://www.rottentomatoes.com/m/spenser_confidential",,"Sean O'Keefe, Brian Helgeland"
,"66",,"Deon Lotz, Erica Wessels, Masasa Mbangeni","Donovan Marsh",,"Crime, Drama","English","Jarrod de Jong, Wayne Fitzjohn, Jozua Malherbe, Lucia Meyer-Marais, Simon Swart","Nthibah Pictures",,"May 14 2021",,,"1h 47m",,"A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.","I Am All Girls","80","https://www.rottentomatoes.com/m/i_am_all_girls",,"Wayne Fitzjohn, Emile Leuvennink, Marcell Greeff"
,"35",,"Clive Owen, Amanda Seyfried, Colm Feore","Andrew Niccol",,"Mystery & thriller, Sci-fi","English","Daniel Baur, Andrew Niccol, Oliver Simon, Oda Schaefer","Niccol Films",,"May 4 2018",,,"1h 40m",,"In the near future, private memories are recorded and crime has almost ceased to exist. But in trying to solve a series of murders, troubled detective Sal Frieland stumbles upon a young woman known only as ""The Girl."" She has no identity, no history and is invisible to the cops. Sal realizes this may not be the end of crime, and it could be the beginning of it.","Anon","36","https://www.rottentomatoes.com/m/anon",,"Andrew Niccol"
,"57","$242.6M","Jim Carrey, Morgan Freeman, Jennifer Aniston","Tom Shadyac","Universal Pictures","Comedy, Fantasy","English","Tom Shadyac, Jim Carrey, James D. Brubaker, Michael Bostick, Steve Koren, Mark O'Keefe","Spyglass Entertainment","PG-13 (Sexual Content|Language|Some Crude Humor)","Dec 1 2015","May 23 2003, wide",,"1h 41m","Surround","Bruce Nolan's (Jim Carrey) career in TV has been stalled for a while, and when he's passed over for a coveted anchorman position, he loses it, complaining that God is treating him poorly. Soon after, God (Morgan Freeman) actually contacts Bruce and offers him all of his powers if he thinks he can do a better job. Bruce accepts and goes on a spree, using his new-found abilities for selfish, personal use until he realizes that the prayers of the world are going unanswered.","Bruce Almighty","48","https://www.rottentomatoes.com/m/bruce_almighty",,"Steve Oedekerk, Mark O'Keefe, Steve Koren, Steve Koren, Mark O'Keefe"
"Scope (2.35:1)","56",,"Joey King, Jacob Elordi, Molly Ringwald","Vince Marcello",,"Romance, Comedy","English","Michele Weisler, Andrew Cole-Bulgin, Ed Glauser","Komixx Entertainment","TV14","May 11 2018",,,"1h 45m",,"A high school student finds herself face-to-face with her long-term crush when she signs up to run a kissing booth at the spring carnival.","The Kissing Booth","15","https://www.rottentomatoes.com/m/the_kissing_booth",,"Vince Marcello"
"Scope (2.35:1)","65",,"Jimmy O. Yang, Bowen Yang, Jolie Hoang-Rappaport","Anthony Stacchi","Netflix","Kids & family, Action, Adventure, Fantasy, Animation","English","Peilin Chou","Netflix Animation","PG (Action/Violence|Brief Thematic Material)","Aug 18 2023","Aug 11 2023, limited",,"1h 32m","Dolby Atmos Dolby Digital","The Monkey King is an action-packed family comedy that follows a charismatic Monkey and his magical fighting Stick on an epic quest for victory over 100 demons, an eccentric Dragon King, and Monkey's greatest foe of all--his own ego! Along the way, a young village girl challenges his self-centered attitude and shows him that even the smallest pebble can have a big effect on the world.","The Monkey King","59","https://www.rottentomatoes.com/m/the_monkey_king_2023",,"Ron J. Friedman, Steve Bencich, Rita Hsiao"
,"82",,"Eddie Murphy, Judge Reinhold, John Ashton","Martin Brest","Paramount Pictures","Action, Comedy","English","Jerry Bruckheimer, Don Simpson","Paramount Pictures","R","May 1 2012","Dec 5 1984, original",,"1h 45m","Surround","After his childhood buddy is murdered while visiting Detroit, rebellious cop Axel Foley (Eddie Murphy) follows the leads to Beverly Hills, Calif., under the auspices of a vacation. He checks in with old friend Jenny Summers (Lisa Eilbacher) and starts to believe her boss, art dealer Victor Maitland (Steven Berkoff), might somehow be involved in the murder. However, Lt. Bogomil (Ronny Cox) of the Beverly Hills Police Department does not trust Foley, and hinders his search for evidence.","Beverly Hills Cop","83","https://www.rottentomatoes.com/m/beverly_hills_cop",,"Danilo Bach, Daniel Petrie Jr."
"Flat (1.37:1)","33","$39.2M","Taylor Lautner, Taylor Dooley, Cayden Boyd","Robert Rodriguez","Miramax Films","Kids & family, Adventure, Action, Fantasy","English","Elizabeth Avellan, Robert Rodriguez","Dimension Films, Columbia Pictures Corporation","PG (Rude Humor|Mild Action)","Sep 2 2016","Jun 10 2005, wide",,"1h 32m","Surround DTS, Dolby SRD, SDDS","Bullied by classmates, young Max (Cayden Boyd) escapes into a fantasy, conjuring up the action-packed lives of Lavagirl (Taylor Dooley) and Sharkboy (Taylor Lautner). But one day, Lavagirl and Sharkboy suddenly come to life -- and their world, Planet Drool, needs a hero named Max. As Max escapes to Planet Drool, he battles aliens and tries to save his new friends' planet from destruction. He also battles his bullies, who have become villains like the Ice Princess (Sasha Pieterse).","The Adventures of Sharkboy and Lavagirl","20","https://www.rottentomatoes.com/m/the-adventures-of-sharkboy-and-lavagirl-in-3d",,"Robert Rodriguez"
,"46","$107.5M","Jason Sudeikis, Josh Gad, Danny McBride","Clay Kaytis, Fergal Reilly","Sony Pictures Entertainment","Kids & family, Comedy, Adventure, Action, Animation","English","John Cohen, Catherine Winder, Sean Mullen","Sony Pictures Animation, Rovio Entertainment, Columbia Pictures","PG (Rude Humor and Action)","Aug 16 2016","May 20 2016, wide",,"1h 33m",,"Flightless birds lead a mostly happy existence, except for Red (Jason Sudeikis), who just can't get past the daily annoyances of life. His temperament leads him to anger management class, where he meets fellow misfits Chuck (Josh Gad) and Bomb. Red becomes even more agitated when his feathered brethren welcome green pigs to their island paradise. As the swine begin to get under his skin, Red joins forces with Chuck and Bomb to investigate the real reason behind their mysterious arrival.","The Angry Birds Movie","44","https://www.rottentomatoes.com/m/the_angry_birds_movie",,"Jon Vitti"
"Flat (1.85:1)","62","$73.9M","Kevin Hart, Ed Helms, Nick Kroll","David Soren","20th Century Fox","Kids & family, Comedy, Adventure, Animation","English","Mireille Soria, Mark Swift","DreamWorks Animation, Mikros Image, Scholastic Entertainment Inc.","PG (Mild Rude Humor Throughout)","Jul 10 2017","Jun 2 2017, wide",,"1h 29m","DTS Dolby Digital, Dolby Atmos","George Beard and Harold Hutchins are two overly imaginative pranksters who spend hours in a treehouse creating comic books. When their mean principal threatens to separate them into different classes, the mischievous boys accidentally hypnotize him into thinking that he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.","Captain Underpants: The First Epic Movie","87","https://www.rottentomatoes.com/m/captain_underpants_the_first_epic_movie",,"Nicholas Stoller"
,"59",,"Ralph Fiennes, Rupert Friend, Richard Ayoade","Wes Anderson","Netflix","Comedy, Animation, Drama","English",,,,"Sep 29 2023",,,"17m",,"A lesser-known Roald Dahl short story about a professional rodent exterminator.","The Rat Catcher","100","https://www.rottentomatoes.com/m/the_rat_catcher_2023",,"Wes Anderson"
,"88",,"Sylvester Stallone, Quentin Tarantino, Arnold Schwarzenegger","Thom Zimny","Netflix","Documentary, Biography","English","Sean M. Stuart","Netflix","R (Some Language)","Nov 3 2023","Oct 27 2023, limited",,"1h 35m","Dolby Digital","For nearly 50 years Sylvester Stallone has entertained millions with iconic characters and blockbuster franchises, from Rocky to Rambo to The Expendables. This retrospective documentary offers an intimate look at the Oscar-nominated actor-writer-director-producer, paralleling his inspirational underdog-story with the indelible characters he has brought to life.","Sly","81","https://www.rottentomatoes.com/m/sly_2023",,
"Scope (2.35:1)","80",,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas","Ramin Bahrani",,"Drama","Hindi","Ramin Bahrani, Mukul Deora","Noruz Films (I), Lava Media, Netflix, ARRAY Filmworks, Purple Pebble Pictures","R (Language|Violence|Sexual Material)","Jan 22 2021","Jan 13 2021, limited",,"2h 6m",,"Balram Halwai (Adarsh Gourav) narrates his epic and darkly humorous rise from poor villager to successful entrepreneur in modern India. Cunning and ambitious, our young hero jockeys his way into becoming a driver for Ashok (Rajkummar Rao) and Pinky (Priyanka Chopra-Jonas), who have just returned from America. Society has trained Balram to be one thing -- a servant -- so he makes himself indispensable to his rich masters. But after a night of betrayal, he realizes the corrupt lengths they will go to trap him and save themselves. On the verge of losing everything, Balram rebels against a rigged and unequal system to rise up and become a new kind of master. Based on the New York Times bestseller and 2008 Man Booker Prize-winning novel.","The White Tiger","91","https://www.rottentomatoes.com/m/the_white_tiger_2020",,"Ramin Bahrani"
"Flat (1.85:1)","52","$90.7M","Woody Allen, Sharon Stone, Gene Hackman","Eric Darnell, Tim Johnson","DreamWorks SKG","Kids & family, Romance, Comedy, Adventure, Fantasy, Animation","English","Brad Lewis, Aron Warner, Patty Wooton","DreamWorks SKG, Pacific Data Images (PDI)","PG (Mild Language|Menacing Action)","Nov 25 2015","Oct 2 1998, wide",,"1h 27m","Surround Dolby SR, Dolby Digital, DTS, SDDS","Z the worker ant (Woody Allen) strives to reconcile his own individuality with the communal work-ethic of the ant colony. He falls in love with ant-Princess Bala (Sharon Stone), Z strives to make social inroads, and then must save the ant colony from the treacherous scheming of the evil General Mandible (Gene Hackman) that threaten to wipe out the entire worker population.","Antz","92","https://www.rottentomatoes.com/m/antz",,"Todd Alcott, Chris Weitz, Paul Weitz"
"Flat (1.85:1)","74","$9.2M","Charlize Theron, Mackenzie Davis, Mark Duplass","Jason Reitman","Focus Features","Comedy, Drama","English","Mason Novick, Diablo Cody, Charlize Theron, Beth Kono, A.J. Dix, Helen Estabrook, Jason Reitman, Aaron L. Gilbert","BRON Studios, Denver and Delilah Productions, Right of Way Films","R (Some Sexuality/Nudity|Language)","Jul 17 2018","May 4 2018, wide",,"1h 34m",,"A new comedy from Academy Award®-nominated director Jason Reitman (""Up in the Air"") and Academy Award®-winning screenwriter Diablo Cody (""Juno""). Marlo (Academy Award® winner Charlize Theron), a mother of three including a newborn, is gifted a night nanny by her brother (Mark Duplass). Hesitant to the extravagance at first, Marlo comes to form a unique bond with the thoughtful, surprising, and sometimes challenging young nanny named Tully (Mackenzie Davis).","Tully","87","https://www.rottentomatoes.com/m/tully_2018",,"Diablo Cody"
"Flat (1.85:1)","47",,"Robert Redford, Mia Farrow, Sam Waterston","Jack Clayton","Paramount Pictures","Drama","English","David Merrick","Paramount Pictures, Newdon Productions","PG","Jan 1 2011","Mar 26 1974, original",,"2h 24m","Mono","Nick Carraway (Sam Waterston) is a young man from the Midwest living modestly among the decadent mansions of 1920s Long Island. He becomes involved in the life of the mysterious Jay Gatsby (Robert Redford), a rich man who throws the most lavish parties on the island. But behind Gastby's outgoing demeanor is a lonely man who wants nothing more than to be with his old love, Daisy (Mia Farrow). She is married to the bullheaded Tom (Bruce Dern), creating a love triangle that will end in tragedy.","The Great Gatsby","41","https://www.rottentomatoes.com/m/1008799-great_gatsby",,"Francis Ford Coppola, F. Scott Fitzgerald"
"Scope (2.35:1)","83",,"Will Smith, Joel Edgerton, Noomi Rapace","David Ayer","Netflix","Action, Mystery & thriller, Fantasy","English","David Ayer, Eric Newman, Bryan Unkeless","Netflix","TVMA","Dec 22 2017","Dec 22 2017, limited",,"1h 57m","Dolby Atmos","In an alternate present day, humans, orcs, elves and fairies have been coexisting since the beginning of time. Two police officers, one a human, the other an orc, embark on a routine night patrol that will alter the future of their world as they know it. Battling both their own personal differences as well as an onslaught of enemies, they must work together to protect a young female elf and a thought-to-be-forgotten relic, which, in the wrong hands, could destroy everything.","Bright","26","https://www.rottentomatoes.com/m/bright",,"Max Landis"
,"73",,"Nikolaj Coster-Waldau, Joe Cole, Heida Reed","Peter Flinth",,"Drama, Adventure, History","English","Nikolaj Coster-Waldau, Baltasar Kormákur","Ill Kippers Productions, RVK Studios",,"Mar 2 2022",,,"1h 42m","Dolby Digital Dolby Atmos","Against the Ice is a true story of friendship, love, survival, and the power of the human spirit as two men (Nikolaj Coster-Waldau, Joe Cole) trek unknown parts of Greenland on a harrowing expedition that changed history.","Against the Ice","56","https://www.rottentomatoes.com/m/against_the_ice",,"Nikolaj Coster-Waldau, Joe Derrick, Ejnar Mikkelsen, Nikolaj Coster-Waldau, Joe Derrick"
,"51",,"Amy Ryan, Thomasin McKenzie, Lola Kirke","Liz Garbus","Netflix","Drama","English","Anne Carey, Kevin McCormick","Archer Gray, Langley Park Pictures","R (Language Throughout)","Mar 13 2020","Mar 13 2020, limited",,"1h 35m",,"Determined to find her missing daughter, a desperate woman launches a personal investigation that leads police to the unsolved cases of murdered sex workers.","Lost Girls","73","https://www.rottentomatoes.com/m/lost_girls_2020",,"Robert Kolker"
,"31","$40.2M","Paul Bettany, Lucas Black, Dennis Quaid","Scott Stewart","Sony Pictures","Horror, Fantasy, Mystery & thriller","English","David Lancaster, Michel Litvak","Bold Films, Screen Gems","R (Strong Bloody Violence|Language)","Jun 10 2010","Jan 22 2010, wide",,"1h 44m",,"For the patrons and staff at a dusty roadside diner, the day begins as usual, but when the phones go out and a sweet old lady goes on the attack, it's a harbinger of the terror to come. As the horrifying nature of the situation sinks in, help arrives in the form of the archangel Michael (Paul Bettany), who tells a pregnant waitress that her unborn baby is humanity's last hope, and he will do anything to protect it.","Legion","20","https://www.rottentomatoes.com/m/legion_2010",,"Scott Stewart, Peter Schink"
,"88",,"Chiwetel Ejiofor, Aïssa Maïga, Joseph Marcell","Chiwetel Ejiofor","Netflix","Drama","English (United Kingdom)","Andrea Calderwood, Gail Egan","Potboiler Productions, BBC Films, Participant Media, BFI Film Fund",,"Mar 1 2019","Mar 1 2019, limited",,"1h 53m",,"A 13-year-old boy is thrown out of the school he loves when his family can no longer afford the fees. He sneaks into the library and learns how to build a windmill to save his village from a famine.","The Boy Who Harnessed the Wind","86","https://www.rottentomatoes.com/m/the_boy_who_harnessed_the_wind",,"Chiwetel Ejiofor"
"Scope (2.35:1)","72",,"Welker White, Reed Birney, Radha Blank","Radha Blank","Netflix","Comedy, Drama, Music","English",,"Hillman Grad","R (Some Drug Use|Brief Nudity|Sexual Content|Pervasive Language)","Oct 9 2020",,,"2h 3m",,"Radha, a down-on-her-luck NY playwright, is desperate for a breakthrough before 40. But when she foils what seems like her last shot at success, she's left with no choice but to reinvent herself as rapper RadhaMUSPrime. The Forty-Year-Old Version follows Radha as she vacillates between the worlds of Hip Hop and theater on a quest to find her true voice.","The Forty-Year-Old Version","99","https://www.rottentomatoes.com/m/the_forty_year_old_version",,"Radha Blank"
,"24","$65.9M","Jennifer Lopez, Ice Cube, Jon Voight","Luis Llosa",,"Mystery & thriller","English","Verna Harrah, Leonard Rabinowitz, Carole Little","Columbia Pictures Corporation","PG-13","Apr 16 2012",,,"1h 29m","Surround","Filmmaker Terri Flores (Jennifer Lopez) is traveling deep in the Amazon jungle looking for a forgotten tribe. Terri and her crew, which includes an anthropologist (Eric Stoltz) and a cameraman (Ice Cube), come across Paul (Jon Voight), who is stranded on the riverbank. He offers to help them find the tribe, but his secretive behavior puts everyone on edge. They realize too late that he's using them to find a legendary anaconda that's worth a fortune -- if they can catch it.","Anaconda","42","https://www.rottentomatoes.com/m/anaconda",,"Hans Bauer, Jim Cash, Jack Epps Jr."
,"85",,"Molly Ringwald, Anthony Michael Hall, Michael Schoeffling","John Hughes","Universal Pictures, MCA/Universal Pictures [us]","Comedy","English","Hilton A. Green","Universal Pictures","PG","Jun 15 2012","May 4 1984, original",,"1h 30m","Stereo","With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha (Molly Ringwald) faces her 16th birthday with typical adolescent dread. Samantha pines for studly older boy Jake (Michael Schoeffling), but worries that her chastity will be a turnoff for the popular senior. Meanwhile, Samantha must constantly rebuff the affections of nerdy Ted (Anthony Michael Hall), the only boy in the school, unfortunately, who seems to take an interest in her.","Sixteen Candles","81","https://www.rottentomatoes.com/m/sixteen_candles",,"John Hughes"
"Flat (1.85:1)","66","$59.0M","Ron Perlman, John Hurt, Selma Blair","Guillermo del Toro","Columbia Pictures, Sony Pictures Entertainment, Revolution Studios","Fantasy, Sci-fi, Action","English","Lawrence Gordon, Lloyd Levin","Revolution Studios, Dark Horse Entertainment, Lawrence Gordon Productions","PG-13 (Sci-Fi Action Violence|Frightening Scenes)","Apr 16 2011","Mar 30 2004, wide",,"2h 5m","Surround Dolby SRD, DTS, SDDS","At the end of World War II, the Nazis attempt to open a portal to a paranormal dimension in order to defeat the Allies, but are only able to summon a baby demon who is rescued by Allied forces and dubbed ""Hellboy"" (Ron Perlman). Sixty years later, Hellboy serves as an agent in the Bureau of Paranormal Research and Defense, where he, aided by Abe Sapien (Doug Jones), a merman with psychic powers, and Liz Sherman (Selma Blair), a woman with pyrokinesis, protects America against dark forces.","Hellboy","82","https://www.rottentomatoes.com/m/hellboy",,"Mike Mignola, Guillermo del Toro"
,"77",,"Jamie Foxx, Dave Franco, Snoop Dogg","J.J. Perry",,"Action, Horror, Comedy","English","Shaun Redick, Yvette Yates Redick, Jason Spitz, Chad Stahelski","87eleven, Impossible Dream Entertainment","R (Language|Strong Violence and Gore)","Aug 12 2022",,,"1h 53m",,"Jamie Foxx stars as a hard working blue collar dad who just wants to provide a good life for his quick-witted daughter, but his mundane San Fernando Valley pool cleaning job is a front for his real source of income, hunting and killing vampires as part of an international Union of vampire hunters.","Day Shift","56","https://www.rottentomatoes.com/m/day_shift",,"Tyler Tice, Shay Hatten"
"Flat (1.85:1)","67","$39.5M","Milla Jovovich, Michelle Rodriguez, Eric Mabius","Paul W.S. Anderson","Columbia Pictures","Horror, Action","English","Jeremy Bolt, Bernd Eichinger, Samuel Hadida, Paul W.S. Anderson","New Legacy, Impact Pictures, Metropolitan, Davis Films","R (Nudity|Language|Sexuality|Strong Horror Violence|Strong Sci-Fi Violence)","Apr 16 2012","Mar 15 2002, wide",,"1h 40m","Dolby Stereo Dolby Digital, Dolby A, Surround, Dolby SR","Based on the popular video game, Milla Jovovich and Michelle Rodriguez star as the leaders of a commando team who must break into ""the hive,"" a vast underground genetics laboratory operated by the powerful Umbrella Corporation. There, a deadly virus has been unleashed, killing the lab's personnel and resurrecting them as the evil Un-dead. The team has just three hours to shut down the lab's supercomputer and close the facility before the virus threatens to overrun the Earth.","Resident Evil","35","https://www.rottentomatoes.com/m/resident_evil","Resident Evil","Alan B. McElroy"
,"35","$84.4M","Annabelle Wallis, Ward Horton, Tony Amendola","John R. Leonetti","Warner Bros. Pictures","Horror, Mystery & thriller","English","Peter Safran, James Wan","Atomic Monster, Safran Company","R (Intense Violence and Terror)","Feb 2 2016","Oct 3 2014, wide",,"1h 38m","Datasat Dolby Digital","John Form (Ward Horton) thinks he's found the perfect gift for his expectant wife, Mia (Annabelle Wallis) : a vintage doll in a beautiful white dress. However, the couple's delight doesn't last long: One terrible night, devil worshippers invade their home and launch a violent attack against the couple. When the cultists try to summon a demon, they smear a bloody rune on the nursery wall and drip blood on Mia's doll, thereby turning the former object of beauty into a conduit for ultimate evil.","Annabelle","28","https://www.rottentomatoes.com/m/annabelle","The Conjuring Universe","Gary Dauberman"
